2026-08-15 12:32:20.403 +04:00 [WRN] Entity 'Story' has a global query filter defined and is the required end of a relationship with the entity 'Chapter'. This may lead to unexpected results when the required entity is filtered out. Either configure the navigation as optional, or define matching query filters for both entities in the navigation. See https://go.microsoft.com/fwlink/?linkid=2131316 for more information.
2026-08-15 12:32:20.435 +04:00 [WRN] Entity 'Story' has a global query filter defined and is the required end of a relationship with the entity 'DailyStoryReadLog'. This may lead to unexpected results when the required entity is filtered out. Either configure the navigation as optional, or define matching query filters for both entities in the navigation. See https://go.microsoft.com/fwlink/?linkid=2131316 for more information.
2026-08-15 12:32:20.438 +04:00 [WRN] Entity 'Story' has a global query filter defined and is the required end of a relationship with the entity 'FavoriteStory'. This may lead to unexpected results when the required entity is filtered out. Either configure the navigation as optional, or define matching query filters for both entities in the navigation. See https://go.microsoft.com/fwlink/?linkid=2131316 for more information.
2026-08-15 12:32:20.444 +04:00 [WRN] Entity 'Story' has a global query filter defined and is the required end of a relationship with the entity 'QuizAttempt'. This may lead to unexpected results when the required entity is filtered out. Either configure the navigation as optional, or define matching query filters for both entities in the navigation. See https://go.microsoft.com/fwlink/?linkid=2131316 for more information.
2026-08-15 12:32:20.446 +04:00 [WRN] Entity 'Story' has a global query filter defined and is the required end of a relationship with the entity 'ReadingHistory'. This may lead to unexpected results when the required entity is filtered out. Either configure the navigation as optional, or define matching query filters for both entities in the navigation. See https://go.microsoft.com/fwlink/?linkid=2131316 for more information.
2026-08-15 12:32:20.447 +04:00 [WRN] Entity 'Story' has a global query filter defined and is the required end of a relationship with the entity 'RemainingCorrectCounter'. This may lead to unexpected results when the required entity is filtered out. Either configure the navigation as optional, or define matching query filters for both entities in the navigation. See https://go.microsoft.com/fwlink/?linkid=2131316 for more information.
2026-08-15 12:32:20.449 +04:00 [WRN] Entity 'Story' has a global query filter defined and is the required end of a relationship with the entity 'Review'. This may lead to unexpected results when the required entity is filtered out. Either configure the navigation as optional, or define matching query filters for both entities in the navigation. See https://go.microsoft.com/fwlink/?linkid=2131316 for more information.
2026-08-15 12:32:20.451 +04:00 [WRN] Entity 'Story' has a global query filter defined and is the required end of a relationship with the entity 'UserProgress'. This may lead to unexpected results when the required entity is filtered out. Either configure the navigation as optional, or define matching query filters for both entities in the navigation. See https://go.microsoft.com/fwlink/?linkid=2131316 for more information.
2026-08-15 12:32:22.384 +04:00 [INF] Database seeding completed successfully.
2026-08-15 12:32:23.413 +04:00 [INF] GET /swagger responded 301 in 3ms (user: anonymous)
2026-08-15 12:32:23.469 +04:00 [INF] GET /swagger/index.html responded 200 in 36ms (user: anonymous)
2026-08-15 12:32:23.766 +04:00 [INF] GET /swagger/v1/swagger.json responded 200 in 23ms (user: anonymous)
2026-08-15 12:38:29.055 +04:00 [INF] OPTIONS /api/v1/auth/login responded 204 in 2ms (user: anonymous)
2026-08-15 12:38:29.225 +04:00 [INF] POST /api/v1/auth/login responded 400 in 151ms (user: anonymous)
2026-08-15 12:38:37.419 +04:00 [INF] OPTIONS /api/v1/auth/login responded 204 in 0ms (user: anonymous)
2026-08-15 12:38:37.721 +04:00 [INF] POST /api/v1/auth/login responded 200 in 293ms (user: anonymous)
2026-08-15 12:38:37.758 +04:00 [INF] OPTIONS /api/v1/profile responded 204 in 0ms (user: anonymous)
2026-08-15 12:38:37.763 +04:00 [INF] OPTIONS /api/v1/stories responded 204 in 0ms (user: anonymous)
2026-08-15 12:38:37.763 +04:00 [INF] OPTIONS /api/v1/profile responded 204 in 0ms (user: anonymous)
2026-08-15 12:38:37.763 +04:00 [INF] OPTIONS /api/v1/profile responded 204 in 0ms (user: anonymous)
2026-08-15 12:38:37.763 +04:00 [INF] OPTIONS /api/v1/stories responded 204 in 0ms (user: anonymous)
2026-08-15 12:38:37.764 +04:00 [INF] OPTIONS /api/v1/profile responded 204 in 0ms (user: anonymous)
2026-08-15 12:38:37.949 +04:00 [WRN] Compiling a query which loads related collections for more than one collection navigation, either via 'Include' or through projection, but no 'QuerySplittingBehavior' has been configured. By default, Entity Framework will use 'QuerySplittingBehavior.SingleQuery', which can potentially result in slow query performance. See https://go.microsoft.com/fwlink/?linkid=2134277 for more information. To identify the query that's triggering this warning call 'ConfigureWarnings(w => w.Throw(RelationalEventId.MultipleCollectionIncludeWarning))'.
2026-08-15 12:38:37.982 +04:00 [INF] GET /api/v1/profile responded 200 in 215ms (user: anonymous)
2026-08-15 12:38:38.005 +04:00 [INF] GET /uploads/profile-pictures/f7854795c420452884b8c1d60caec115.png responded 304 in 5ms (user: anonymous)
2026-08-15 12:38:38.012 +04:00 [INF] GET /api/v1/profile responded 200 in 27ms (user: anonymous)
2026-08-15 12:38:38.016 +04:00 [INF] GET /api/v1/stories responded 200 in 244ms (user: anonymous)
2026-08-15 12:38:38.020 +04:00 [INF] GET /api/v1/stories responded 200 in 1ms (user: anonymous)
2026-08-15 12:38:38.038 +04:00 [INF] GET /api/v1/profile responded 200 in 24ms (user: anonymous)
2026-08-15 12:38:38.058 +04:00 [INF] GET /uploads/story-covers/9115ea7c325b4aff948ba6955fb48166.png responded 304 in 0ms (user: anonymous)
2026-08-15 12:38:38.058 +04:00 [INF] GET /uploads/story-covers/e362dbad11c44eb2adbfc21ac47c8c13.png responded 304 in 0ms (user: anonymous)
2026-08-15 12:38:38.058 +04:00 [INF] GET /uploads/story-covers/dae6c25b60be4a36b63e4da2428cefc3.png responded 304 in 0ms (user: anonymous)
2026-08-15 12:38:38.058 +04:00 [INF] GET /uploads/story-covers/c0bc5126a8c84930a0ab6bc8e1fb5b1d.png responded 304 in 0ms (user: anonymous)
2026-08-15 12:38:38.062 +04:00 [INF] GET /api/v1/profile responded 200 in 21ms (user: anonymous)
2026-08-15 12:38:41.210 +04:00 [INF] OPTIONS /api/v1/stories/ff71137a-c796-499b-9a8e-5cc111b19174 responded 204 in 0ms (user: anonymous)
2026-08-15 12:38:41.210 +04:00 [INF] OPTIONS /api/v1/stories/ff71137a-c796-499b-9a8e-5cc111b19174 responded 204 in 0ms (user: anonymous)
2026-08-15 12:38:41.233 +04:00 [INF] GET /api/v1/profile responded 200 in 23ms (user: anonymous)
2026-08-15 12:38:41.242 +04:00 [INF] GET /api/v1/profile responded 200 in 6ms (user: anonymous)
2026-08-15 12:38:41.330 +04:00 [INF] GET /api/v1/stories/ff71137a-c796-499b-9a8e-5cc111b19174 responded 200 in 109ms (user: anonymous)
2026-08-15 12:38:41.335 +04:00 [INF] GET /api/v1/stories/ff71137a-c796-499b-9a8e-5cc111b19174 responded 200 in 2ms (user: anonymous)
2026-08-15 12:38:42.438 +04:00 [INF] GET /api/v1/stories responded 200 in 1ms (user: anonymous)
2026-08-15 12:38:42.443 +04:00 [INF] GET /api/v1/stories responded 200 in 2ms (user: anonymous)
2026-08-15 12:38:42.460 +04:00 [INF] GET /api/v1/profile responded 200 in 23ms (user: anonymous)
2026-08-15 12:38:42.467 +04:00 [INF] GET /api/v1/profile responded 200 in 4ms (user: anonymous)
2026-08-15 12:38:42.473 +04:00 [INF] GET /api/v1/profile responded 200 in 5ms (user: anonymous)
2026-08-15 12:38:42.474 +04:00 [INF] GET /api/v1/profile responded 200 in 5ms (user: anonymous)
2026-08-15 12:38:48.650 +04:00 [INF] OPTIONS /api/v1/profile responded 204 in 0ms (user: anonymous)
2026-08-15 12:38:48.650 +04:00 [INF] OPTIONS /api/v1/profile responded 204 in 0ms (user: anonymous)
2026-08-15 12:38:48.650 +04:00 [INF] OPTIONS /api/v1/profile responded 204 in 0ms (user: anonymous)
2026-08-15 12:38:48.650 +04:00 [INF] OPTIONS /api/v1/profile responded 204 in 0ms (user: anonymous)
2026-08-15 12:38:48.685 +04:00 [INF] GET /api/v1/profile responded 200 in 25ms (user: anonymous)
2026-08-15 12:38:48.696 +04:00 [INF] GET /api/v1/profile responded 200 in 7ms (user: anonymous)
